full_address,TLA,LocalityName,class_lookup
"9 BANDED PLACE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"40 McKenzie Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"207 Queen Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"35 Redcliff Road, Glenavy, Waimate, New Zealand",066,Glenavy,Peri-urban (disputed)
"2 MURRAY PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"500 Hayland Road, NA, Waimakariri, New Zealand",059,NA,Rural
"81 IRISHMAN DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"363 Burnett Street, NA, Ashburton, New Zealand",063,NA,Urban
"69 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"WEST COAST ROAD, Castle Hill, Selwyn, New Zealand",062,Castle Hill,Rural
"24 SCARBOROUGH TERRACE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"1197 MOTUNAU BEACH ROAD, Motunau - Greta Valley, Hurunui, New Zealand",058,Motunau - Greta Valley,Rural
"288 BARNES ROAD, Lincoln, Selwyn, New Zealand",062,Lincoln,Peri-urban (disputed)
"203 Otipua Road, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"6 Lane Street, NA, Ashburton, New Zealand",063,NA,Urban
"66 Kensington Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"0 STATE HIGHWAY 8, Burkes Pass, Mackenzie, New Zealand",065,Burkes Pass,Peri-urban/Uncertain
"112B Withells Road, Avonhead, Christchurch City, New Zealand",060,Avonhead,Urban
"34 MILLSTREAM DRIVE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"7 OLD BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"6F/66 Armagh Street, Central City, Christchurch City, New Zealand",060,Central City,Urban
"81 Archibald Street, NA, Ashburton, New Zealand",063,NA,Urban
"136 BROOKSIDE ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"30 Marshmans Road, NA, Waimakariri, New Zealand",059,NA,Rural
"2421 Oxford Road, NA, Waimakariri, New Zealand",059,NA,Rural
"4/2 Cross Street, Marchwiel, Timaru, Marchwiel, Timaru, New Zealand",064,Marchwiel,Urban
"4 INLAND ROAD, Waiau - Conway, Hurunui, New Zealand",058,Waiau - Conway,Rural
"4 LUDLEY DRIVE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"2A Avon Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"20 RIVERSTONE DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"SCARBOROUGH STREET, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"26 Hakataramea Highway, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"22 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"36 Charles Street, NA, Waimakariri, New Zealand",059,NA,Urban
"79 Awamoa Road, Holmes Hill, Oamaru, Holmes Hill, Waitaki (part), New Zealand",068,Holmes Hill,Urban
"393 Sodwall Road, Otaio, Waimate, New Zealand",066,Otaio,Rural
"99 Trevors Road, NA, Ashburton, New Zealand",063,NA,Urban
"306 Downs Road, RD 21, Geraldine, Geraldine Downs, Timaru, New Zealand",064,Geraldine Downs,Peri-urban (disputed)
"60 SCHOOL ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"2/39 Harris Crescent, Papanui, Christchurch City, New Zealand",060,Papanui,Urban
"60 Sutherland Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"2 AVOCA STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"31 Cridland Street West, NA, Waimakariri, New Zealand",059,NA,Urban
"10 BEACH ROAD, Motunau Beach, Hurunui, New Zealand",058,Motunau Beach,Peri-urban (disputed)
"253 TEKAPO-TWIZEL ROAD, Tekapo, Mackenzie, New Zealand",065,Tekapo,Rural
"517C Thames Highway, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"358 WOODBANK ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Peri-urban (disputed)
"PANNETTS ROAD, Springston, Selwyn, New Zealand",062,Springston,Rural
"10 Aintree Place, NA, Waimakariri, New Zealand",059,NA,Urban
"1160 Te Akatarawa Road, Kirkliston, Waimate, New Zealand",066,Kirkliston,Rural
"572 EAST MADDISONS ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"61 Old North Road, Marchwiel, Timaru, Marchwiel, Timaru, New Zealand",064,Marchwiel,Urban
"10 Gleniffer Place, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"0 Wains Crossing Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"Temuka-Orari Highway, RD 22, Geraldine, Orari, Timaru, New Zealand",064,Orari,Rural
"847 Boundary Road, NA, Ashburton, New Zealand",063,NA,Urban
"NA, Green Valley, Waitaki (part), New Zealand",068,Green Valley,Peri-urban/Uncertain
"41 TITOKI DRIVE, NA, Kaikoura, New Zealand",054,NA,Rural
"17 CHALET CRESCENT, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"143 Ferry Road, Richmond, Waitaki Bridge, Richmond, Waitaki (part), New Zealand",068,Richmond,Urban
"120 ROLLESTON DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"14 Regent Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"62 Victoria Street, NA, Waimakariri, New Zealand",059,NA,Urban
"37 Fuller Street, NA, Waimakariri, New Zealand",059,NA,Urban
"166A High Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"50 MURRAY PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"26 Cass Street, NA, Waimakariri, New Zealand",059,NA,Urban
"6 Pounamu Place, NA, Waimakariri, New Zealand",059,NA,Urban
"19 Catchpole Place, NA, Waimakariri, New Zealand",059,NA,Urban
"10 FRASER CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"41 BLACK PEAK RD, Omarama, Waitaki (part), New Zealand",068,Omarama,Peri-urban (disputed)
"43 KOTUKU ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"5 MCRAE GARDENS, NA, Kaikoura, New Zealand",054,NA,Urban
"Kelvin Crescent, NA, Ashburton, New Zealand",063,NA,Urban
"251 Awamoa Road, Awamoa, Oamaru, Awamoa, Waitaki (part), New Zealand",068,Awamoa,Peri-urban/Uncertain
"3 Patchett Place, Cashmere, Christchurch City, New Zealand",060,Cashmere,Urban
"56 Nicholls Road, Halswell, Christchurch City, New Zealand",060,Halswell,Peri-urban (disputed)
"9 Orkney Street, Bryndwr, Christchurch City, New Zealand",060,Bryndwr,Urban
"91 HIGH STREET, Southbridge, Selwyn, New Zealand",062,Southbridge,Peri-urban (disputed)
"38 Hull Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"35 Chester Street, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"176 South Street, NA, Ashburton, New Zealand",063,NA,Urban
"120 Allens Road ASHBURTON, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"29 WILKIN STREET, Rotherham, Hurunui, New Zealand",058,Rotherham,Rural
"22 Smithfield Road ASHBURTON, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"0 HAMILTON ROAD, Ashwick Flat, Mackenzie, New Zealand",065,Ashwick Flat,Rural
"22 Nen Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"31 Walbrook Crescent, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
